,Question,Correct
1161,"True/False: The author of ""The Catcher in the Rye"" is Ernest Hemingway.","False, it is J.D. Salinger."
1162,"True/False: The term ""stream of consciousness"" refers to a narrative style that presents the thoughts and feelings of a character as they occur.",True.
1163,"True/False: The word ""synecdoche"" refers to a figure of speech in which a part represents the whole.",True.
1164,"True/False: The author of ""The Great Gatsby"" is F. Scott Fitzgerald.",True.
1165,"True/False: The term ""epistolary"" refers to a literary work that is written in the form of letters.",True.
1166,"True/False: The word ""apostrophe"" refers to the omission of letters from a word.","False, it is a punctuation mark used to indicate possession or as a mark of contraction."
1167,"True/False: The author of ""The Canterbury Tales"" is William Shakespeare.","False, it is Geoffrey Chaucer."
1168,"True/False: The term ""anaphora"" refers to the repetition of a word or phrase at the beginning of successive clauses or sentences.",True.
1169,"True/False: The word ""metonymy"" refers to a figure of speech in which a thing is referred to by the name of something associated with it.",True.
1170,"True/False: The author of ""Brave New World"" is Ray Bradbury.","False, it is Aldous Huxley."
1171,"True/False: The term ""aporia"" refers to a speaker expressing uncertainty or doubt.",True.
1172,"True/False: The word ""alliteration"" refers to the repetition of consonant sounds at the beginning of words.",True.
1173,"True/False: The author of ""The Picture of Dorian Gray"" is Oscar Wilde.",True.
1174,"True/False: The term ""hyperbole"" refers to an exaggeration for emphasis or effect.",True.
1175,"True/False: The word ""euphemism"" refers to a polite or indirect way of expressing something unpleasant.",True.
1176,"True/False: The author of ""One Hundred Years of Solitude"" is Gabriel Garcia Marquez.",True.
1177,"True/False: The term ""petrarchan sonnet"" refers to a type of sonnet that consists of three quatrains and a concluding couplet.","False, it consists of an octave and a sestet."
1178,"True/False: The word ""paradox"" refers to a statement that seems contradictory or absurd but is actually true.",True.
1179,"True/False: The author of ""The Sound and the Fury"" is Ernest Hemingway.","False, it is William Faulkner."
1180,"True/False: The term ""sinister"" refers to something that is evil or harmful.",True.
1181,"True/False: The word ""jeopardy"" refers to a state of being in a difficult situation or peril.",True.
1182,"True/False: The author of ""Invisible Man"" is Ralph Ellison.",True.
1183,"True/False: The term ""apostrophe"" refers to a figure of speech in which a person or thing that is absent or dead is addressed as if it were present or alive.",True.
1184,"True/False: The word ""quintessence"" refers to the most perfect or typical example of a quality or class.",True.
1185,"True/False: The author of ""The Dubliners"" is James Joyce.",True.
